tissueId, geneId, level, confidence, cellType 
hippocampus,CHUK,Medium,Approved,glial_cells
hippocampus,CHUK,Medium,Approved,neuronal_cells
kidney,CHUK,Medium,Approved,cells_in_glomeruli
kidney,CHUK,Medium,Approved,cells_in_tubules
liver,CHUK,Medium,Approved,bile_duct_cells
liver,CHUK,Medium,Approved,hepatocytes
lung,CHUK,Medium,Approved,macrophages
lung,CHUK,Medium,Approved,pneumocytes
lymph_node,CHUK,Medium,Approved,germinal_center_cells
lymph_node,CHUK,Medium,Approved,non_germinal_center_cells
nasopharynx,CHUK,High,Approved,respiratory_epithelial_cells
oral_mucosa,CHUK,Medium,Approved,squamous_epithelial_cells
ovary,CHUK,Low,Approved,follicle_cells
ovary,CHUK,Medium,Approved,ovarian_stroma_cells
pancreas,CHUK,Medium,Approved,exocrine_glandular_cells
pancreas,CHUK,Medium,Approved,islets_of_Langerhans
parathyroid_gland,CHUK,Medium,Approved,glandular_cells
placenta,CHUK,Medium,Approved,decidual_cells
placenta,CHUK,Medium,Approved,trophoblastic_cells
prostate,CHUK,Medium,Approved,glandular_cells
rectum,CHUK,Medium,Approved,glandular_cells
salivary_gland,CHUK,Medium,Approved,glandular_cells
seminal_vesicle,CHUK,Medium,Approved,glandular_cells
skeletal_muscle,CHUK,Medium,Approved,myocytes
skin_1,CHUK,Medium,Approved,fibroblasts
skin_1,CHUK,Medium,Approved,keratinocytes
skin_1,CHUK,Medium,Approved,Langerhans
skin_1,CHUK,Medium,Approved,melanocytes
skin_2,CHUK,Medium,Approved,epidermal_cells
small_intestine,CHUK,High,Approved,glandular_cells
smooth_muscle,CHUK,Medium,Approved,smooth_muscle_cells
soft_tissue_1,CHUK,Low,Approved,adipocytes
soft_tissue_1,CHUK,Low,Approved,fibroblasts
soft_tissue_1,CHUK,Low,Approved,peripheral_nerve
soft_tissue_2,CHUK,Low,Approved,adipocytes
soft_tissue_2,CHUK,Low,Approved,chondrocytes
soft_tissue_2,CHUK,Low,Approved,fibroblasts
soft_tissue_2,CHUK,Low,Approved,peripheral_nerve
spleen,CHUK,Medium,Approved,cells_in_red_pulp
spleen,CHUK,Medium,Approved,cells_in_white_pulp
stomach_1,CHUK,Medium,Approved,glandular_cells
stomach_2,CHUK,Medium,Approved,glandular_cells
testis,CHUK,High,Approved,cells_in_seminiferous_ducts
testis,CHUK,Medium,Approved,Leydig_cells
thyroid_gland,CHUK,Medium,Approved,glandular_cells
tonsil,CHUK,Medium,Approved,germinal_center_cells
tonsil,CHUK,Medium,Approved,non_germinal_center_cells
tonsil,CHUK,Medium,Approved,squamous_epithelial_cells
urinary_bladder,CHUK,High,Approved,urothelial_cells
vagina,CHUK,Medium,Approved,squamous_epithelial_cells
adrenal_gland,IKBKB,Low,Approved,glandular_cells
appendix,IKBKB,Low,Approved,glandular_cells
appendix,IKBKB,Medium,Approved,lymphoid_tissue
bone_marrow,IKBKB,Medium,Approved,hematopoietic_cells
breast,IKBKB,Low,Approved,adipocytes
breast,IKBKB,Medium,Approved,glandular_cells
breast,IKBKB,Low,Approved,myoepithelial_cells
bronchus,IKBKB,Low,Approved,respiratory_epithelial_cells
caudate,IKBKB,Low,Approved,neuronal_cells
cerebellum,IKBKB,Low,Approved,Purkinje_cells
cerebral_cortex,IKBKB,Low,Approved,endothelial_cells
cerebral_cortex,IKBKB,Medium,Approved,neuronal_cells
cervix__uterine,IKBKB,Medium,Approved,glandular_cells
cervix__uterine,IKBKB,Medium,Approved,squamous_epithelial_cells
colon,IKBKB,Low,Approved,endothelial_cells
colon,IKBKB,Medium,Approved,glandular_cells
duodenum,IKBKB,Low,Approved,glandular_cells
endometrium_1,IKBKB,Medium,Approved,cells_in_endometrial_stroma
endometrium_1,IKBKB,Medium,Approved,glandular_cells
endometrium_2,IKBKB,Medium,Approved,cells_in_endometrial_stroma
endometrium_2,IKBKB,Medium,Approved,glandular_cells
epididymis,IKBKB,Medium,Approved,glandular_cells
esophagus,IKBKB,Low,Approved,squamous_epithelial_cells
fallopian_tube,IKBKB,Medium,Approved,glandular_cells
gallbladder,IKBKB,Medium,Approved,glandular_cells
heart_muscle,IKBKB,Low,Approved,myocytes
hippocampus,IKBKB,Low,Approved,neuronal_cells
kidney,IKBKB,Low,Approved,cells_in_glomeruli
kidney,IKBKB,Low,Approved,cells_in_tubules
lung,IKBKB,Medium,Approved,macrophages
lung,IKBKB,Medium,Approved,pneumocytes
lymph_node,IKBKB,Medium,Approved,germinal_center_cells
lymph_node,IKBKB,Medium,Approved,non_germinal_center_cells
nasopharynx,IKBKB,Medium,Approved,respiratory_epithelial_cells
oral_mucosa,IKBKB,Medium,Approved,squamous_epithelial_cells
ovary,IKBKB,Low,Approved,follicle_cells
ovary,IKBKB,Low,Approved,ovarian_stroma_cells
pancreas,IKBKB,Low,Approved,exocrine_glandular_cells
pancreas,IKBKB,Low,Approved,islets_of_Langerhans
parathyroid_gland,IKBKB,Medium,Approved,glandular_cells
placenta,IKBKB,Medium,Approved,decidual_cells
placenta,IKBKB,Low,Approved,trophoblastic_cells
prostate,IKBKB,Low,Approved,glandular_cells
rectum,IKBKB,Medium,Approved,glandular_cells
salivary_gland,IKBKB,Low,Approved,glandular_cells
seminal_vesicle,IKBKB,Low,Approved,glandular_cells
skeletal_muscle,IKBKB,Low,Approved,myocytes
skin_1,IKBKB,Medium,Approved,fibroblasts
skin_1,IKBKB,Low,Approved,keratinocytes
skin_1,IKBKB,Low,Approved,Langerhans
skin_1,IKBKB,Low,Approved,melanocytes
skin_2,IKBKB,Medium,Approved,epidermal_cells
small_intestine,IKBKB,Low,Approved,glandular_cells
smooth_muscle,IKBKB,Low,Approved,smooth_muscle_cells
soft_tissue_1,IKBKB,Low,Approved,adipocytes
soft_tissue_1,IKBKB,Low,Approved,fibroblasts
soft_tissue_2,IKBKB,Low,Approved,adipocytes
soft_tissue_2,IKBKB,Low,Approved,peripheral_nerve
spleen,IKBKB,Medium,Approved,cells_in_red_pulp
spleen,IKBKB,Medium,Approved,cells_in_white_pulp
stomach_1,IKBKB,Low,Approved,glandular_cells
stomach_2,IKBKB,Medium,Approved,glandular_cells
testis,IKBKB,Medium,Approved,cells_in_seminiferous_ducts
testis,IKBKB,Low,Approved,Leydig_cells
thyroid_gland,IKBKB,Low,Approved,glandular_cells
tonsil,IKBKB,Medium,Approved,germinal_center_cells
tonsil,IKBKB,Medium,Approved,non_germinal_center_cells
tonsil,IKBKB,Medium,Approved,squamous_epithelial_cells
urinary_bladder,IKBKB,Medium,Approved,urothelial_cells
vagina,IKBKB,Medium,Approved,squamous_epithelial_cells
adrenal_gland,MAP3K1,High,Approved,glandular_cells
appendix,MAP3K1,Medium,Approved,glandular_cells
appendix,MAP3K1,Medium,Approved,lymphoid_tissue
bone_marrow,MAP3K1,Medium,Approved,hematopoietic_cells
breast,MAP3K1,Medium,Approved,glandular_cells
breast,MAP3K1,Medium,Approved,myoepithelial_cells
bronchus,MAP3K1,High,Approved,respiratory_epithelial_cells
caudate,MAP3K1,Medium,Approved,glial_cells
cerebellum,MAP3K1,Medium,Approved,cells_in_granular_layer
cerebellum,MAP3K1,Medium,Approved,cells_in_molecular_layer
cerebellum,MAP3K1,Medium,Approved,Purkinje_cells
cerebral_cortex,MAP3K1,Low,Approved,endothelial_cells
cerebral_cortex,MAP3K1,Low,Approved,glial_cells
cerebral_cortex,MAP3K1,Medium,Approved,neuronal_cells
cerebral_cortex,MAP3K1,Medium,Approved,neuropil
cervix__uterine,MAP3K1,High,Approved,glandular_cells
cervix__uterine,MAP3K1,Medium,Approved,squamous_epithelial_cells
colon,MAP3K1,Medium,Approved,endothelial_cells
colon,MAP3K1,High,Approved,glandular_cells
duodenum,MAP3K1,High,Approved,glandular_cells
endometrium_1,MAP3K1,Medium,Approved,cells_in_endometrial_stroma
endometrium_1,MAP3K1,Medium,Approved,glandular_cells
endometrium_2,MAP3K1,Medium,Approved,cells_in_endometrial_stroma
endometrium_2,MAP3K1,Medium,Approved,glandular_cells
epididymis,MAP3K1,Medium,Approved,glandular_cells
esophagus,MAP3K1,Medium,Approved,squamous_epithelial_cells
fallopian_tube,MAP3K1,Medium,Approved,glandular_cells
gallbladder,MAP3K1,Medium,Approved,glandular_cells
heart_muscle,MAP3K1,High,Approved,myocytes
hippocampus,MAP3K1,Low,Approved,glial_cells
hippocampus,MAP3K1,Medium,Approved,neuronal_cells
kidney,MAP3K1,Medium,Approved,cells_in_tubules
liver,MAP3K1,Low,Approved,bile_duct_cells
liver,MAP3K1,High,Approved,hepatocytes
lung,MAP3K1,High,Approved,macrophages
lung,MAP3K1,Low,Approved,pneumocytes
lymph_node,MAP3K1,Medium,Approved,germinal_center_cells
lymph_node,MAP3K1,Medium,Approved,non_germinal_center_cells
nasopharynx,MAP3K1,High,Approved,respiratory_epithelial_cells
oral_mucosa,MAP3K1,Low,Approved,squamous_epithelial_cells
ovary,MAP3K1,Low,Approved,follicle_cells
ovary,MAP3K1,Low,Approved,ovarian_stroma_cells
pancreas,MAP3K1,High,Approved,exocrine_glandular_cells
pancreas,MAP3K1,Medium,Approved,islets_of_Langerhans
parathyroid_gland,MAP3K1,High,Approved,glandular_cells
placenta,MAP3K1,High,Approved,decidual_cells
placenta,MAP3K1,Medium,Approved,trophoblastic_cells
prostate,MAP3K1,Medium,Approved,glandular_cells
rectum,MAP3K1,Medium,Approved,glandular_cells
salivary_gland,MAP3K1,Medium,Approved,glandular_cells
seminal_vesicle,MAP3K1,Medium,Approved,glandular_cells
skeletal_muscle,MAP3K1,Low,Approved,myocytes
skin_1,MAP3K1,Medium,Approved,fibroblasts
skin_1,MAP3K1,Medium,Approved,keratinocytes
skin_1,MAP3K1,Medium,Approved,Langerhans
skin_1,MAP3K1,Medium,Approved,melanocytes
skin_2,MAP3K1,Medium,Approved,epidermal_cells
small_intestine,MAP3K1,Medium,Approved,glandular_cells
smooth_muscle,MAP3K1,Low,Approved,smooth_muscle_cells
soft_tissue_1,MAP3K1,Medium,Approved,fibroblasts
soft_tissue_1,MAP3K1,Medium,Approved,peripheral_nerve
soft_tissue_2,MAP3K1,Low,Approved,adipocytes
soft_tissue_2,MAP3K1,Medium,Approved,fibroblasts
soft_tissue_2,MAP3K1,Low,Approved,peripheral_nerve
spleen,MAP3K1,Medium,Approved,cells_in_red_pulp
spleen,MAP3K1,Medium,Approved,cells_in_white_pulp
stomach_1,MAP3K1,Medium,Approved,glandular_cells
stomach_2,MAP3K1,Medium,Approved,glandular_cells
testis,MAP3K1,Medium,Approved,cells_in_seminiferous_ducts
testis,MAP3K1,Medium,Approved,Leydig_cells
thyroid_gland,MAP3K1,High,Approved,glandular_cells
tonsil,MAP3K1,Medium,Approved,germinal_center_cells
tonsil,MAP3K1,High,Approved,non_germinal_center_cells
tonsil,MAP3K1,Medium,Approved,squamous_epithelial_cells
urinary_bladder,MAP3K1,Medium,Approved,urothelial_cells
vagina,MAP3K1,Medium,Approved,squamous_epithelial_cells
adrenal_gland,MAP3K7,Low,Approved,glandular_cells
appendix,MAP3K7,Low,Approved,glandular_cells
breast,MAP3K7,High,Approved,glandular_cells
breast,MAP3K7,Low,Approved,myoepithelial_cells
bronchus,MAP3K7,Medium,Approved,respiratory_epithelial_cells
cerebellum,MAP3K7,Low,Approved,Purkinje_cells
cerebral_cortex,MAP3K7,Medium,Approved,endothelial_cells
cerebral_cortex,MAP3K7,Low,Approved,glial_cells
cerebral_cortex,MAP3K7,Low,Approved,neuronal_cells
cerebral_cortex,MAP3K7,Low,Approved,neuropil
cervix__uterine,MAP3K7,Low,Approved,glandular_cells
colon,MAP3K7,Low,Approved,endothelial_cells
endometrium_1,MAP3K7,Low,Approved,glandular_cells
endometrium_2,MAP3K7,Low,Approved,glandular_cells
epididymis,MAP3K7,Low,Approved,glandular_cells
esophagus,MAP3K7,Low,Approved,squamous_epithelial_cells
fallopian_tube,MAP3K7,Medium,Approved,glandular_cells
gallbladder,MAP3K7,Medium,Approved,glandular_cells
hippocampus,MAP3K7,Low,Approved,neuronal_cells
liver,MAP3K7,Low,Approved,bile_duct_cells
lung,MAP3K7,Medium,Approved,macrophages
lung,MAP3K7,Low,Approved,pneumocytes
nasopharynx,MAP3K7,Medium,Approved,respiratory_epithelial_cells
pancreas,MAP3K7,Low,Approved,exocrine_glandular_cells
placenta,MAP3K7,Medium,Approved,trophoblastic_cells
prostate,MAP3K7,Medium,Approved,glandular_cells
seminal_vesicle,MAP3K7,Medium,Approved,glandular_cells
skin_1,MAP3K7,Low,Approved,fibroblasts
skin_1,MAP3K7,Medium,Approved,keratinocytes
skin_1,MAP3K7,Medium,Approved,melanocytes
skin_2,MAP3K7,Medium,Approved,epidermal_cells
soft_tissue_1,MAP3K7,Low,Approved,adipocytes
soft_tissue_1,MAP3K7,Low,Approved,fibroblasts
soft_tissue_2,MAP3K7,Low,Approved,fibroblasts
stomach_1,MAP3K7,High,Approved,glandular_cells
stomach_2,MAP3K7,High,Approved,glandular_cells
testis,MAP3K7,Low,Approved,cells_in_seminiferous_ducts
thyroid_gland,MAP3K7,Medium,Approved,glandular_cells
tonsil,MAP3K7,Low,Approved,squamous_epithelial_cells
urinary_bladder,MAP3K7,Medium,Approved,urothelial_cells
adrenal_gland,STAT3,Medium,Supported,glandular_cells
appendix,STAT3,Medium,Supported,glandular_cells
appendix,STAT3,Medium,Supported,lymphoid_tissue
bone_marrow,STAT3,Low,Supported,hematopoietic_cells
breast,STAT3,Medium,Supported,adipocytes
breast,STAT3,Medium,Supported,glandular_cells
breast,STAT3,Medium,Supported,myoepithelial_cells
bronchus,STAT3,Medium,Supported,respiratory_epithelial_cells
caudate,STAT3,Low,Supported,neuronal_cells
cerebellum,STAT3,Low,Supported,cells_in_molecular_layer
cerebral_cortex,STAT3,Medium,Supported,endothelial_cells
cerebral_cortex,STAT3,Low,Supported,neuronal_cells
cervix__uterine,STAT3,Medium,Supported,glandular_cells
cervix__uterine,STAT3,Medium,Supported,squamous_epithelial_cells
colon,STAT3,Medium,Supported,endothelial_cells
colon,STAT3,Medium,Supported,glandular_cells
duodenum,STAT3,Medium,Supported,glandular_cells
endometrium_2,STAT3,Low,Supported,glandular_cells
epididymis,STAT3,Medium,Supported,glandular_cells
esophagus,STAT3,Medium,Supported,squamous_epithelial_cells
fallopian_tube,STAT3,Medium,Supported,glandular_cells
gallbladder,STAT3,Medium,Supported,glandular_cells
kidney,STAT3,Medium,Supported,cells_in_glomeruli
kidney,STAT3,Medium,Supported,cells_in_tubules
liver,STAT3,Low,Supported,hepatocytes
lung,STAT3,Medium,Supported,pneumocytes
lymph_node,STAT3,Medium,Supported,germinal_center_cells
lymph_node,STAT3,Medium,Supported,non_germinal_center_cells
nasopharynx,STAT3,Medium,Supported,respiratory_epithelial_cells
oral_mucosa,STAT3,Medium,Supported,squamous_epithelial_cells
ovary,STAT3,Medium,Supported,follicle_cells
ovary,STAT3,Medium,Supported,ovarian_stroma_cells
pancreas,STAT3,Medium,Supported,exocrine_glandular_cells
pancreas,STAT3,Low,Supported,islets_of_Langerhans
placenta,STAT3,Medium,Supported,decidual_cells
rectum,STAT3,Medium,Supported,glandular_cells
salivary_gland,STAT3,Medium,Supported,glandular_cells
seminal_vesicle,STAT3,Medium,Supported,glandular_cells
skeletal_muscle,STAT3,Medium,Supported,myocytes
skin_1,STAT3,Medium,Supported,fibroblasts
skin_1,STAT3,Medium,Supported,keratinocytes
skin_2,STAT3,Medium,Supported,epidermal_cells
small_intestine,STAT3,Medium,Supported,glandular_cells
smooth_muscle,STAT3,Medium,Supported,smooth_muscle_cells
soft_tissue_2,STAT3,Medium,Supported,adipocytes
soft_tissue_2,STAT3,Medium,Supported,fibroblasts
spleen,STAT3,Medium,Supported,cells_in_red_pulp
spleen,STAT3,Low,Supported,cells_in_white_pulp
stomach_1,STAT3,Medium,Supported,glandular_cells
stomach_2,STAT3,Medium,Supported,glandular_cells
testis,STAT3,Medium,Supported,cells_in_seminiferous_ducts
testis,STAT3,Medium,Supported,Leydig_cells
thyroid_gland,STAT3,Medium,Supported,glandular_cells
tonsil,STAT3,Medium,Supported,germinal_center_cells
tonsil,STAT3,Medium,Supported,non_germinal_center_cells
urinary_bladder,STAT3,Medium,Supported,urothelial_cells
vagina,STAT3,Medium,Supported,squamous_epithelial_cells
appendix,STAT1,Low,Approved,glandular_cells
appendix,STAT1,Medium,Approved,lymphoid_tissue
bone_marrow,STAT1,Medium,Approved,hematopoietic_cells
bronchus,STAT1,Low,Approved,respiratory_epithelial_cells
cerebral_cortex,STAT1,Low,Approved,endothelial_cells
cerebral_cortex,STAT1,High,Approved,neuropil
colon,STAT1,Low,Approved,endothelial_cells
colon,STAT1,Low,Approved,glandular_cells
colon,STAT1,Low,Approved,peripheral_nerve_ganglion
duodenum,STAT1,Low,Approved,glandular_cells
epididymis,STAT1,Low,Approved,glandular_cells
gallbladder,STAT1,Low,Approved,glandular_cells
kidney,STAT1,Low,Approved,cells_in_glomeruli
kidney,STAT1,Low,Approved,cells_in_tubules
lung,STAT1,Medium,Approved,macrophages
lymph_node,STAT1,Medium,Approved,germinal_center_cells
lymph_node,STAT1,Medium,Approved,non_germinal_center_cells
nasopharynx,STAT1,Low,Approved,respiratory_epithelial_cells
oral_mucosa,STAT1,Low,Approved,squamous_epithelial_cells
pancreas,STAT1,Low,Approved,exocrine_glandular_cells
pancreas,STAT1,Medium,Approved,islets_of_Langerhans
placenta,STAT1,Low,Approved,decidual_cells
placenta,STAT1,Low,Approved,trophoblastic_cells
prostate,STAT1,Medium,Approved,glandular_cells
rectum,STAT1,Low,Approved,glandular_cells
small_intestine,STAT1,Low,Approved,glandular_cells
spleen,STAT1,Medium,Approved,cells_in_red_pulp
spleen,STAT1,Medium,Approved,cells_in_white_pulp
testis,STAT1,Low,Approved,cells_in_seminiferous_ducts
thyroid_gland,STAT1,Low,Approved,glandular_cells
tonsil,STAT1,Low,Approved,germinal_center_cells
tonsil,STAT1,Low,Approved,non_germinal_center_cells
tonsil,STAT1,Low,Approved,squamous_epithelial_cells
urinary_bladder,STAT1,Medium,Approved,urothelial_cells
