tissueId, geneId, level, confidence, cellType 
caudate,TAB1,Medium,Approved,glial_cells
caudate,TAB1,Low,Approved,neuronal_cells
cerebellum,TAB1,Medium,Approved,cells_in_granular_layer
cerebellum,TAB1,Medium,Approved,cells_in_molecular_layer
cerebellum,TAB1,Low,Approved,Purkinje_cells
cerebral_cortex,TAB1,Low,Approved,glial_cells
cerebral_cortex,TAB1,Low,Approved,neuronal_cells
cerebral_cortex,TAB1,Low,Approved,neuropil
cervix__uterine,TAB1,Medium,Approved,squamous_epithelial_cells
colon,TAB1,Medium,Approved,glandular_cells
colon,TAB1,Low,Approved,peripheral_nerve_ganglion
duodenum,TAB1,Medium,Approved,glandular_cells
endometrium_1,TAB1,Low,Approved,cells_in_endometrial_stroma
endometrium_1,TAB1,Medium,Approved,glandular_cells
endometrium_2,TAB1,Medium,Approved,glandular_cells
epididymis,TAB1,Low,Approved,glandular_cells
esophagus,TAB1,Medium,Approved,squamous_epithelial_cells
gallbladder,TAB1,Medium,Approved,glandular_cells
heart_muscle,TAB1,Medium,Approved,myocytes
hippocampus,TAB1,Low,Approved,glial_cells
hippocampus,TAB1,Low,Approved,neuronal_cells
kidney,TAB1,Medium,Approved,cells_in_tubules
liver,TAB1,Low,Approved,hepatocytes
lung,TAB1,Low,Approved,macrophages
lymph_node,TAB1,Low,Approved,non_germinal_center_cells
nasopharynx,TAB1,Medium,Approved,respiratory_epithelial_cells
oral_mucosa,TAB1,Low,Approved,squamous_epithelial_cells
ovary,TAB1,Low,Approved,follicle_cells
pancreas,TAB1,Medium,Approved,exocrine_glandular_cells
parathyroid_gland,TAB1,Low,Approved,glandular_cells
placenta,TAB1,Low,Approved,decidual_cells
placenta,TAB1,Medium,Approved,trophoblastic_cells
prostate,TAB1,Low,Approved,glandular_cells
rectum,TAB1,Medium,Approved,glandular_cells
salivary_gland,TAB1,Low,Approved,glandular_cells
seminal_vesicle,TAB1,Medium,Approved,glandular_cells
skeletal_muscle,TAB1,Low,Approved,myocytes
skin_1,TAB1,Medium,Approved,fibroblasts
skin_1,TAB1,Medium,Approved,keratinocytes
skin_1,TAB1,Medium,Approved,Langerhans
skin_1,TAB1,Medium,Approved,melanocytes
skin_2,TAB1,Medium,Approved,epidermal_cells
small_intestine,TAB1,Medium,Approved,glandular_cells
smooth_muscle,TAB1,Low,Approved,smooth_muscle_cells
soft_tissue_1,TAB1,Medium,Approved,fibroblasts
soft_tissue_1,TAB1,Medium,Approved,peripheral_nerve
soft_tissue_2,TAB1,Low,Approved,fibroblasts
soft_tissue_2,TAB1,Low,Approved,peripheral_nerve
spleen,TAB1,Low,Approved,cells_in_red_pulp
stomach_1,TAB1,Medium,Approved,glandular_cells
stomach_2,TAB1,Medium,Approved,glandular_cells
testis,TAB1,Medium,Approved,cells_in_seminiferous_ducts
testis,TAB1,Low,Approved,Leydig_cells
thyroid_gland,TAB1,Medium,Approved,glandular_cells
tonsil,TAB1,Low,Approved,germinal_center_cells
tonsil,TAB1,Low,Approved,non_germinal_center_cells
tonsil,TAB1,Medium,Approved,squamous_epithelial_cells
urinary_bladder,TAB1,Medium,Approved,urothelial_cells
vagina,TAB1,Medium,Approved,squamous_epithelial_cells
adrenal_gland,CISH,High,Approved,glandular_cells
appendix,CISH,Medium,Approved,glandular_cells
appendix,CISH,Low,Approved,lymphoid_tissue
bone_marrow,CISH,High,Approved,hematopoietic_cells
breast,CISH,Low,Approved,adipocytes
breast,CISH,Medium,Approved,glandular_cells
breast,CISH,Medium,Approved,myoepithelial_cells
bronchus,CISH,High,Approved,respiratory_epithelial_cells
caudate,CISH,Medium,Approved,neuronal_cells
cerebellum,CISH,Medium,Approved,cells_in_granular_layer
cerebellum,CISH,Low,Approved,cells_in_molecular_layer
cerebellum,CISH,High,Approved,Purkinje_cells
cerebral_cortex,CISH,Medium,Approved,endothelial_cells
cerebral_cortex,CISH,Medium,Approved,neuronal_cells
cerebral_cortex,CISH,Medium,Approved,neuropil
cervix__uterine,CISH,Low,Approved,glandular_cells
cervix__uterine,CISH,Low,Approved,squamous_epithelial_cells
colon,CISH,High,Approved,endothelial_cells
colon,CISH,High,Approved,glandular_cells
colon,CISH,High,Approved,peripheral_nerve_ganglion
duodenum,CISH,Medium,Approved,glandular_cells
endometrium_1,CISH,Medium,Approved,cells_in_endometrial_stroma
endometrium_1,CISH,Medium,Approved,glandular_cells
endometrium_2,CISH,Low,Approved,cells_in_endometrial_stroma
endometrium_2,CISH,Low,Approved,glandular_cells
epididymis,CISH,High,Approved,glandular_cells
esophagus,CISH,High,Approved,squamous_epithelial_cells
fallopian_tube,CISH,High,Approved,glandular_cells
gallbladder,CISH,High,Approved,glandular_cells
heart_muscle,CISH,Medium,Approved,myocytes
hippocampus,CISH,Low,Approved,glial_cells
hippocampus,CISH,Medium,Approved,neuronal_cells
kidney,CISH,High,Approved,cells_in_glomeruli
kidney,CISH,High,Approved,cells_in_tubules
liver,CISH,Medium,Approved,hepatocytes
lung,CISH,High,Approved,macrophages
lung,CISH,High,Approved,pneumocytes
lymph_node,CISH,Low,Approved,germinal_center_cells
lymph_node,CISH,Medium,Approved,non_germinal_center_cells
nasopharynx,CISH,High,Approved,respiratory_epithelial_cells
oral_mucosa,CISH,High,Approved,squamous_epithelial_cells
ovary,CISH,Low,Approved,ovarian_stroma_cells
pancreas,CISH,Low,Approved,exocrine_glandular_cells
pancreas,CISH,Low,Approved,islets_of_Langerhans
parathyroid_gland,CISH,Medium,Approved,glandular_cells
placenta,CISH,Medium,Approved,decidual_cells
placenta,CISH,High,Approved,trophoblastic_cells
prostate,CISH,Low,Approved,glandular_cells
rectum,CISH,High,Approved,glandular_cells
salivary_gland,CISH,Medium,Approved,glandular_cells
seminal_vesicle,CISH,Low,Approved,glandular_cells
skeletal_muscle,CISH,Low,Approved,myocytes
skin_1,CISH,Medium,Approved,fibroblasts
skin_1,CISH,Low,Approved,keratinocytes
skin_1,CISH,Low,Approved,Langerhans
skin_1,CISH,Medium,Approved,melanocytes
skin_2,CISH,Medium,Approved,epidermal_cells
small_intestine,CISH,High,Approved,glandular_cells
smooth_muscle,CISH,Medium,Approved,smooth_muscle_cells
soft_tissue_1,CISH,Medium,Approved,adipocytes
soft_tissue_1,CISH,Low,Approved,chondrocytes
soft_tissue_1,CISH,Medium,Approved,fibroblasts
soft_tissue_1,CISH,High,Approved,peripheral_nerve
soft_tissue_2,CISH,Medium,Approved,adipocytes
soft_tissue_2,CISH,Medium,Approved,fibroblasts
soft_tissue_2,CISH,Medium,Approved,peripheral_nerve
spleen,CISH,Low,Approved,cells_in_red_pulp
spleen,CISH,Low,Approved,cells_in_white_pulp
stomach_1,CISH,High,Approved,glandular_cells
stomach_2,CISH,Medium,Approved,glandular_cells
testis,CISH,High,Approved,cells_in_seminiferous_ducts
testis,CISH,High,Approved,Leydig_cells
thyroid_gland,CISH,High,Approved,glandular_cells
tonsil,CISH,High,Approved,germinal_center_cells
tonsil,CISH,Low,Approved,non_germinal_center_cells
tonsil,CISH,High,Approved,squamous_epithelial_cells
urinary_bladder,CISH,Medium,Approved,urothelial_cells
vagina,CISH,Medium,Approved,squamous_epithelial_cells
adrenal_gland,IRS1,Medium,Approved,glandular_cells
appendix,IRS1,Medium,Approved,glandular_cells
appendix,IRS1,Low,Approved,lymphoid_tissue
bone_marrow,IRS1,High,Approved,hematopoietic_cells
breast,IRS1,Medium,Approved,glandular_cells
breast,IRS1,Medium,Approved,myoepithelial_cells
bronchus,IRS1,Medium,Approved,respiratory_epithelial_cells
caudate,IRS1,Medium,Approved,glial_cells
caudate,IRS1,High,Approved,neuronal_cells
cerebellum,IRS1,Medium,Approved,cells_in_granular_layer
cerebellum,IRS1,High,Approved,cells_in_molecular_layer
cerebellum,IRS1,High,Approved,Purkinje_cells
cerebral_cortex,IRS1,Low,Approved,endothelial_cells
cerebral_cortex,IRS1,High,Approved,glial_cells
cerebral_cortex,IRS1,High,Approved,neuronal_cells
cervix__uterine,IRS1,Low,Approved,glandular_cells
colon,IRS1,Medium,Approved,endothelial_cells
colon,IRS1,Medium,Approved,glandular_cells
duodenum,IRS1,Low,Approved,glandular_cells
endometrium_1,IRS1,Low,Approved,cells_in_endometrial_stroma
endometrium_1,IRS1,Medium,Approved,glandular_cells
endometrium_2,IRS1,Low,Approved,cells_in_endometrial_stroma
endometrium_2,IRS1,Low,Approved,glandular_cells
epididymis,IRS1,Medium,Approved,glandular_cells
esophagus,IRS1,Low,Approved,squamous_epithelial_cells
fallopian_tube,IRS1,Medium,Approved,glandular_cells
gallbladder,IRS1,Medium,Approved,glandular_cells
hippocampus,IRS1,Medium,Approved,glial_cells
hippocampus,IRS1,High,Approved,neuronal_cells
kidney,IRS1,Medium,Approved,cells_in_glomeruli
kidney,IRS1,Medium,Approved,cells_in_tubules
liver,IRS1,Low,Approved,bile_duct_cells
lung,IRS1,Low,Approved,macrophages
lung,IRS1,Low,Approved,pneumocytes
lymph_node,IRS1,Low,Approved,germinal_center_cells
lymph_node,IRS1,Low,Approved,non_germinal_center_cells
nasopharynx,IRS1,Low,Approved,respiratory_epithelial_cells
oral_mucosa,IRS1,Low,Approved,squamous_epithelial_cells
ovary,IRS1,Medium,Approved,ovarian_stroma_cells
pancreas,IRS1,Low,Approved,exocrine_glandular_cells
pancreas,IRS1,Medium,Approved,islets_of_Langerhans
parathyroid_gland,IRS1,Medium,Approved,glandular_cells
placenta,IRS1,Medium,Approved,trophoblastic_cells
prostate,IRS1,Medium,Approved,glandular_cells
rectum,IRS1,Low,Approved,glandular_cells
salivary_gland,IRS1,Medium,Approved,glandular_cells
seminal_vesicle,IRS1,Medium,Approved,glandular_cells
skeletal_muscle,IRS1,Low,Approved,myocytes
skin_1,IRS1,Medium,Approved,fibroblasts
skin_1,IRS1,Medium,Approved,keratinocytes
skin_1,IRS1,Medium,Approved,melanocytes
skin_2,IRS1,Low,Approved,epidermal_cells
small_intestine,IRS1,Low,Approved,glandular_cells
smooth_muscle,IRS1,Low,Approved,smooth_muscle_cells
soft_tissue_2,IRS1,Medium,Approved,fibroblasts
spleen,IRS1,Medium,Approved,cells_in_red_pulp
spleen,IRS1,Low,Approved,cells_in_white_pulp
stomach_1,IRS1,Medium,Approved,glandular_cells
stomach_2,IRS1,Medium,Approved,glandular_cells
testis,IRS1,Low,Approved,cells_in_seminiferous_ducts
testis,IRS1,Low,Approved,Leydig_cells
thyroid_gland,IRS1,Medium,Approved,glandular_cells
tonsil,IRS1,Low,Approved,germinal_center_cells
tonsil,IRS1,Medium,Approved,non_germinal_center_cells
tonsil,IRS1,Medium,Approved,squamous_epithelial_cells
urinary_bladder,IRS1,Medium,Approved,urothelial_cells
vagina,IRS1,Low,Approved,squamous_epithelial_cells
adrenal_gland,IRS2,Medium,Approved,glandular_cells
appendix,IRS2,Low,Approved,glandular_cells
breast,IRS2,Medium,Approved,myoepithelial_cells
bronchus,IRS2,Low,Approved,respiratory_epithelial_cells
caudate,IRS2,Low,Approved,neuronal_cells
cerebral_cortex,IRS2,Low,Approved,neuronal_cells
cervix__uterine,IRS2,Medium,Approved,glandular_cells
cervix__uterine,IRS2,Low,Approved,squamous_epithelial_cells
colon,IRS2,Medium,Approved,glandular_cells
colon,IRS2,Low,Approved,peripheral_nerve_ganglion
duodenum,IRS2,Medium,Approved,glandular_cells
endometrium_1,IRS2,Low,Approved,glandular_cells
epididymis,IRS2,Low,Approved,glandular_cells
fallopian_tube,IRS2,Low,Approved,glandular_cells
gallbladder,IRS2,Medium,Approved,glandular_cells
heart_muscle,IRS2,Low,Approved,myocytes
kidney,IRS2,Medium,Approved,cells_in_tubules
liver,IRS2,Medium,Approved,hepatocytes
nasopharynx,IRS2,Low,Approved,respiratory_epithelial_cells
pancreas,IRS2,Medium,Approved,exocrine_glandular_cells
placenta,IRS2,Low,Approved,decidual_cells
placenta,IRS2,Medium,Approved,trophoblastic_cells
prostate,IRS2,Medium,Approved,glandular_cells
rectum,IRS2,Low,Approved,glandular_cells
salivary_gland,IRS2,Medium,Approved,glandular_cells
seminal_vesicle,IRS2,Low,Approved,glandular_cells
skeletal_muscle,IRS2,Low,Approved,myocytes
skin_2,IRS2,Low,Approved,epidermal_cells
small_intestine,IRS2,High,Approved,glandular_cells
smooth_muscle,IRS2,Medium,Approved,smooth_muscle_cells
stomach_1,IRS2,Medium,Approved,glandular_cells
stomach_2,IRS2,Low,Approved,glandular_cells
testis,IRS2,Low,Approved,cells_in_seminiferous_ducts
testis,IRS2,Low,Approved,Leydig_cells
thyroid_gland,IRS2,Medium,Approved,glandular_cells
tonsil,IRS2,Medium,Approved,germinal_center_cells
tonsil,IRS2,Medium,Approved,non_germinal_center_cells
appendix,LYN,Low,Supported,glandular_cells
appendix,LYN,Medium,Supported,lymphoid_tissue
bone_marrow,LYN,Medium,Supported,hematopoietic_cells
bronchus,LYN,Low,Supported,respiratory_epithelial_cells
caudate,LYN,Low,Supported,glial_cells
cerebellum,LYN,Low,Supported,cells_in_granular_layer
cerebral_cortex,LYN,Low,Supported,endothelial_cells
cerebral_cortex,LYN,Low,Supported,glial_cells
cerebral_cortex,LYN,Low,Supported,neuropil
cervix__uterine,LYN,Low,Supported,glandular_cells
colon,LYN,Low,Supported,endothelial_cells
colon,LYN,Low,Supported,glandular_cells
duodenum,LYN,Medium,Supported,glandular_cells
fallopian_tube,LYN,Low,Supported,glandular_cells
gallbladder,LYN,Medium,Supported,glandular_cells
hippocampus,LYN,Low,Supported,glial_cells
lung,LYN,Low,Supported,macrophages
lymph_node,LYN,High,Supported,germinal_center_cells
lymph_node,LYN,High,Supported,non_germinal_center_cells
nasopharynx,LYN,Low,Supported,respiratory_epithelial_cells
pancreas,LYN,Low,Supported,exocrine_glandular_cells
placenta,LYN,Low,Supported,decidual_cells
placenta,LYN,Medium,Supported,trophoblastic_cells
prostate,LYN,Low,Supported,glandular_cells
rectum,LYN,Low,Supported,glandular_cells
salivary_gland,LYN,Low,Supported,glandular_cells
seminal_vesicle,LYN,Low,Supported,glandular_cells
small_intestine,LYN,Low,Supported,glandular_cells
spleen,LYN,High,Supported,cells_in_red_pulp
spleen,LYN,High,Supported,cells_in_white_pulp
stomach_1,LYN,Low,Supported,glandular_cells
stomach_2,LYN,Low,Supported,glandular_cells
thyroid_gland,LYN,Low,Supported,glandular_cells
tonsil,LYN,High,Supported,germinal_center_cells
tonsil,LYN,High,Supported,non_germinal_center_cells
urinary_bladder,LYN,Low,Supported,urothelial_cells
adrenal_gland,TLR4,Low,Approved,glandular_cells
bone_marrow,TLR4,High,Approved,hematopoietic_cells
cerebral_cortex,TLR4,Low,Approved,neuronal_cells
esophagus,TLR4,Low,Approved,squamous_epithelial_cells
lymph_node,TLR4,Medium,Approved,non_germinal_center_cells
salivary_gland,TLR4,Low,Approved,glandular_cells
spleen,TLR4,Medium,Approved,cells_in_red_pulp
tonsil,TLR4,Low,Approved,squamous_epithelial_cells
adrenal_gland,NFKBIA,Medium,Approved,glandular_cells
appendix,NFKBIA,Medium,Approved,glandular_cells
appendix,NFKBIA,Medium,Approved,lymphoid_tissue
bone_marrow,NFKBIA,Medium,Approved,hematopoietic_cells
breast,NFKBIA,Low,Approved,adipocytes
breast,NFKBIA,Medium,Approved,glandular_cells
breast,NFKBIA,Medium,Approved,myoepithelial_cells
bronchus,NFKBIA,Medium,Approved,respiratory_epithelial_cells
caudate,NFKBIA,Medium,Approved,neuronal_cells
cerebellum,NFKBIA,Medium,Approved,cells_in_granular_layer
cerebellum,NFKBIA,Medium,Approved,cells_in_molecular_layer
cerebellum,NFKBIA,Medium,Approved,Purkinje_cells
cerebral_cortex,NFKBIA,Medium,Approved,endothelial_cells
cerebral_cortex,NFKBIA,Medium,Approved,neuronal_cells
cerebral_cortex,NFKBIA,Medium,Approved,neuropil
colon,NFKBIA,Low,Approved,endothelial_cells
colon,NFKBIA,Medium,Approved,glandular_cells
duodenum,NFKBIA,Medium,Approved,glandular_cells
endometrium_1,NFKBIA,Medium,Approved,glandular_cells
endometrium_2,NFKBIA,Medium,Approved,glandular_cells
epididymis,NFKBIA,Low,Approved,glandular_cells
fallopian_tube,NFKBIA,Medium,Approved,glandular_cells
gallbladder,NFKBIA,Low,Approved,glandular_cells
heart_muscle,NFKBIA,Medium,Approved,myocytes
hippocampus,NFKBIA,Medium,Approved,neuronal_cells
lung,NFKBIA,Low,Approved,macrophages
lymph_node,NFKBIA,Low,Approved,germinal_center_cells
lymph_node,NFKBIA,Medium,Approved,non_germinal_center_cells
nasopharynx,NFKBIA,Medium,Approved,respiratory_epithelial_cells
pancreas,NFKBIA,Low,Approved,exocrine_glandular_cells
pancreas,NFKBIA,Low,Approved,islets_of_Langerhans
parathyroid_gland,NFKBIA,Low,Approved,glandular_cells
placenta,NFKBIA,Medium,Approved,trophoblastic_cells
prostate,NFKBIA,Medium,Approved,glandular_cells
rectum,NFKBIA,Medium,Approved,glandular_cells
salivary_gland,NFKBIA,Medium,Approved,glandular_cells
seminal_vesicle,NFKBIA,Medium,Approved,glandular_cells
skeletal_muscle,NFKBIA,Medium,Approved,myocytes
skin_1,NFKBIA,Medium,Approved,fibroblasts
skin_1,NFKBIA,Low,Approved,keratinocytes
skin_1,NFKBIA,Low,Approved,Langerhans
skin_1,NFKBIA,Low,Approved,melanocytes
skin_2,NFKBIA,Low,Approved,epidermal_cells
small_intestine,NFKBIA,Medium,Approved,glandular_cells
smooth_muscle,NFKBIA,Low,Approved,smooth_muscle_cells
soft_tissue_1,NFKBIA,Low,Approved,adipocytes
soft_tissue_1,NFKBIA,Medium,Approved,chondrocytes
soft_tissue_1,NFKBIA,Medium,Approved,fibroblasts
soft_tissue_2,NFKBIA,Low,Approved,adipocytes
soft_tissue_2,NFKBIA,Medium,Approved,chondrocytes
soft_tissue_2,NFKBIA,Low,Approved,fibroblasts
spleen,NFKBIA,Low,Approved,cells_in_red_pulp
spleen,NFKBIA,Low,Approved,cells_in_white_pulp
stomach_1,NFKBIA,Medium,Approved,glandular_cells
stomach_2,NFKBIA,Medium,Approved,glandular_cells
testis,NFKBIA,Low,Approved,cells_in_seminiferous_ducts
testis,NFKBIA,Low,Approved,Leydig_cells
thyroid_gland,NFKBIA,Medium,Approved,glandular_cells
tonsil,NFKBIA,Medium,Approved,germinal_center_cells
tonsil,NFKBIA,Medium,Approved,non_germinal_center_cells
urinary_bladder,NFKBIA,Medium,Approved,urothelial_cells
adrenal_gland,TNFAIP3,Medium,Approved,glandular_cells
appendix,TNFAIP3,Low,Approved,glandular_cells
appendix,TNFAIP3,Medium,Approved,lymphoid_tissue
bone_marrow,TNFAIP3,Medium,Approved,hematopoietic_cells
breast,TNFAIP3,Low,Approved,adipocytes
breast,TNFAIP3,Low,Approved,glandular_cells
breast,TNFAIP3,Low,Approved,myoepithelial_cells
bronchus,TNFAIP3,Medium,Approved,respiratory_epithelial_cells
caudate,TNFAIP3,Medium,Approved,neuronal_cells
cerebellum,TNFAIP3,Low,Approved,cells_in_molecular_layer
cerebellum,TNFAIP3,Medium,Approved,Purkinje_cells
cerebral_cortex,TNFAIP3,Low,Approved,endothelial_cells
cerebral_cortex,TNFAIP3,Low,Approved,neuronal_cells
cerebral_cortex,TNFAIP3,Medium,Approved,neuropil
cervix__uterine,TNFAIP3,Low,Approved,glandular_cells
cervix__uterine,TNFAIP3,Low,Approved,squamous_epithelial_cells
colon,TNFAIP3,Medium,Approved,endothelial_cells
colon,TNFAIP3,Low,Approved,glandular_cells
colon,TNFAIP3,Medium,Approved,peripheral_nerve_ganglion
duodenum,TNFAIP3,Low,Approved,glandular_cells
endometrium_1,TNFAIP3,Medium,Approved,cells_in_endometrial_stroma
endometrium_1,TNFAIP3,Medium,Approved,glandular_cells
endometrium_2,TNFAIP3,Low,Approved,cells_in_endometrial_stroma
endometrium_2,TNFAIP3,Medium,Approved,glandular_cells
epididymis,TNFAIP3,Medium,Approved,glandular_cells
esophagus,TNFAIP3,Low,Approved,squamous_epithelial_cells
fallopian_tube,TNFAIP3,Medium,Approved,glandular_cells
gallbladder,TNFAIP3,Low,Approved,glandular_cells
heart_muscle,TNFAIP3,Low,Approved,myocytes
hippocampus,TNFAIP3,Medium,Approved,neuronal_cells
kidney,TNFAIP3,Medium,Approved,cells_in_glomeruli
kidney,TNFAIP3,Low,Approved,cells_in_tubules
liver,TNFAIP3,Low,Approved,bile_duct_cells
liver,TNFAIP3,Low,Approved,hepatocytes
lung,TNFAIP3,High,Approved,macrophages
lung,TNFAIP3,Low,Approved,pneumocytes
lymph_node,TNFAIP3,Low,Approved,germinal_center_cells
nasopharynx,TNFAIP3,Medium,Approved,respiratory_epithelial_cells
oral_mucosa,TNFAIP3,Low,Approved,squamous_epithelial_cells
ovary,TNFAIP3,Low,Approved,follicle_cells
ovary,TNFAIP3,High,Approved,ovarian_stroma_cells
pancreas,TNFAIP3,Low,Approved,exocrine_glandular_cells
pancreas,TNFAIP3,Low,Approved,islets_of_Langerhans
parathyroid_gland,TNFAIP3,Medium,Approved,glandular_cells
placenta,TNFAIP3,Medium,Approved,decidual_cells
placenta,TNFAIP3,Low,Approved,trophoblastic_cells
prostate,TNFAIP3,Low,Approved,glandular_cells
rectum,TNFAIP3,Low,Approved,glandular_cells
salivary_gland,TNFAIP3,Low,Approved,glandular_cells
seminal_vesicle,TNFAIP3,Low,Approved,glandular_cells
skeletal_muscle,TNFAIP3,Medium,Approved,myocytes
skin_1,TNFAIP3,Medium,Approved,fibroblasts
skin_1,TNFAIP3,Low,Approved,Langerhans
skin_1,TNFAIP3,Medium,Approved,melanocytes
skin_2,TNFAIP3,Low,Approved,epidermal_cells
small_intestine,TNFAIP3,Low,Approved,glandular_cells
smooth_muscle,TNFAIP3,Low,Approved,smooth_muscle_cells
soft_tissue_1,TNFAIP3,Medium,Approved,adipocytes
soft_tissue_1,TNFAIP3,Low,Approved,chondrocytes
soft_tissue_1,TNFAIP3,Medium,Approved,fibroblasts
soft_tissue_2,TNFAIP3,Medium,Approved,adipocytes
soft_tissue_2,TNFAIP3,Medium,Approved,fibroblasts
stomach_1,TNFAIP3,Low,Approved,glandular_cells
stomach_2,TNFAIP3,Low,Approved,glandular_cells
testis,TNFAIP3,Medium,Approved,cells_in_seminiferous_ducts
testis,TNFAIP3,Medium,Approved,Leydig_cells
thyroid_gland,TNFAIP3,Medium,Approved,glandular_cells
urinary_bladder,TNFAIP3,Medium,Approved,urothelial_cells
vagina,TNFAIP3,Low,Approved,squamous_epithelial_cells
adrenal_gland,GHR,Medium,Supported,glandular_cells
appendix,GHR,Low,Supported,glandular_cells
bronchus,GHR,Low,Supported,respiratory_epithelial_cells
caudate,GHR,Low,Supported,neuronal_cells
cerebellum,GHR,Low,Supported,cells_in_granular_layer
cerebellum,GHR,Low,Supported,cells_in_molecular_layer
cerebellum,GHR,Low,Supported,Purkinje_cells
cerebral_cortex,GHR,Low,Supported,neuronal_cells
colon,GHR,Low,Supported,glandular_cells
colon,GHR,Low,Supported,peripheral_nerve_ganglion
duodenum,GHR,Low,Supported,glandular_cells
endometrium_1,GHR,Medium,Supported,glandular_cells
endometrium_2,GHR,Medium,Supported,glandular_cells
epididymis,GHR,Medium,Supported,glandular_cells
gallbladder,GHR,Medium,Supported,glandular_cells
hippocampus,GHR,Medium,Supported,neuronal_cells
kidney,GHR,Medium,Supported,cells_in_tubules
liver,GHR,Low,Supported,bile_duct_cells
liver,GHR,High,Supported,hepatocytes
pancreas,GHR,Low,Supported,exocrine_glandular_cells
rectum,GHR,Low,Supported,glandular_cells
small_intestine,GHR,Low,Supported,glandular_cells
stomach_1,GHR,Low,Supported,glandular_cells
stomach_2,GHR,Low,Supported,glandular_cells
testis,GHR,Low,Supported,cells_in_seminiferous_ducts
testis,GHR,Medium,Supported,Leydig_cells
thyroid_gland,GHR,Medium,Supported,glandular_cells
tonsil,GHR,Medium,Supported,squamous_epithelial_cells
pituitary_gland,GH1,High,Supported,cells_in_anterior
placenta,GH1,High,Supported,trophoblastic_cells
pituitary_gland,GH2,High,Supported,cells_in_anterior
placenta,GH2,High,Supported,trophoblastic_cells
adrenal_gland,ALDH2,High,Approved,glandular_cells
appendix,ALDH2,Medium,Approved,glandular_cells
appendix,ALDH2,Low,Approved,lymphoid_tissue
bronchus,ALDH2,Medium,Approved,respiratory_epithelial_cells
caudate,ALDH2,Low,Approved,glial_cells
colon,ALDH2,Medium,Approved,glandular_cells
colon,ALDH2,Medium,Approved,peripheral_nerve_ganglion
duodenum,ALDH2,Medium,Approved,glandular_cells
gallbladder,ALDH2,Medium,Approved,glandular_cells
kidney,ALDH2,Medium,Approved,cells_in_glomeruli
kidney,ALDH2,High,Approved,cells_in_tubules
lung,ALDH2,High,Approved,macrophages
nasopharynx,ALDH2,Medium,Approved,respiratory_epithelial_cells
rectum,ALDH2,Medium,Approved,glandular_cells
seminal_vesicle,ALDH2,Low,Approved,glandular_cells
skin_1,ALDH2,Low,Approved,keratinocytes
skin_2,ALDH2,Medium,Approved,epidermal_cells
small_intestine,ALDH2,Medium,Approved,glandular_cells
stomach_1,ALDH2,Medium,Approved,glandular_cells
stomach_2,ALDH2,Medium,Approved,glandular_cells
testis,ALDH2,Medium,Approved,Leydig_cells
thyroid_gland,ALDH2,Low,Approved,glandular_cells
tonsil,ALDH2,Low,Approved,squamous_epithelial_cells
urinary_bladder,ALDH2,Medium,Approved,urothelial_cells
duodenum,ADH1B,Low,Supported,glandular_cells
liver,ADH1B,Medium,Supported,hepatocytes
small_intestine,ADH1B,Low,Supported,glandular_cells
duodenum,ADH1A,Low,Supported,glandular_cells
liver,ADH1A,Medium,Supported,hepatocytes
small_intestine,ADH1A,Low,Supported,glandular_cells
pituitary_gland,PRL,High,Supported,cells_in_anterior
adrenal_gland,RELA,Medium,Supported,glandular_cells
appendix,RELA,Medium,Supported,glandular_cells
appendix,RELA,High,Supported,lymphoid_tissue
bone_marrow,RELA,High,Supported,hematopoietic_cells
breast,RELA,Medium,Supported,adipocytes
breast,RELA,High,Supported,glandular_cells
breast,RELA,High,Supported,myoepithelial_cells
bronchus,RELA,Low,Supported,respiratory_epithelial_cells
caudate,RELA,Low,Supported,glial_cells
caudate,RELA,Medium,Supported,neuronal_cells
cerebellum,RELA,Low,Supported,cells_in_granular_layer
cerebellum,RELA,Low,Supported,Purkinje_cells
cerebral_cortex,RELA,Medium,Supported,endothelial_cells
cerebral_cortex,RELA,Low,Supported,glial_cells
cerebral_cortex,RELA,Low,Supported,neuronal_cells
cervix__uterine,RELA,High,Supported,glandular_cells
cervix__uterine,RELA,Medium,Supported,squamous_epithelial_cells
colon,RELA,Medium,Supported,endothelial_cells
colon,RELA,High,Supported,glandular_cells
colon,RELA,Medium,Supported,peripheral_nerve_ganglion
duodenum,RELA,Medium,Supported,glandular_cells
endometrium_1,RELA,Low,Supported,cells_in_endometrial_stroma
endometrium_1,RELA,High,Supported,glandular_cells
endometrium_2,RELA,Medium,Supported,cells_in_endometrial_stroma
endometrium_2,RELA,High,Supported,glandular_cells
epididymis,RELA,High,Supported,glandular_cells
esophagus,RELA,Medium,Supported,squamous_epithelial_cells
fallopian_tube,RELA,High,Supported,glandular_cells
gallbladder,RELA,High,Supported,glandular_cells
heart_muscle,RELA,Low,Supported,myocytes
hippocampus,RELA,Low,Supported,glial_cells
hippocampus,RELA,Low,Supported,neuronal_cells
kidney,RELA,Low,Supported,cells_in_glomeruli
kidney,RELA,Medium,Supported,cells_in_tubules
liver,RELA,Low,Supported,bile_duct_cells
lung,RELA,High,Supported,macrophages
lung,RELA,Medium,Supported,pneumocytes
lymph_node,RELA,High,Supported,germinal_center_cells
lymph_node,RELA,High,Supported,non_germinal_center_cells
nasopharynx,RELA,High,Supported,respiratory_epithelial_cells
